Complaint_ID,Customer_ID,RM_ID,Complaint_Type,Resolution_Time
CMP001557,CUST000765,RM0214,Delay,7.0
CMP001558,CUST001861,RM0196,Account Access,2.0
CMP001559,CUST001238,RM0035,Service Issue,16.0
CMP001560,CUST001064,RM0044,Technical Issue,11.0
CMP001561,CUST001081,RM0044,Billing Error,17.0
CMP001562,CUST001147,RM0148,Delay,8.0
CMP001563,CUST001476,RM0236,Delay,4.0
CMP001564,CUST000612,RM0017,Insurance Claim,3.0
CMP001565,CUST001630,RM0054,Billing Error,2.0
CMP001566,CUST000220,RM0164,Technical Issue,2.0
CMP001567,CUST000806,RM0142,Account Access,3.0
CMP001568,CUST000009,RM0155,Account Access,5.0
CMP001569,CUST000006,RM0200,Product Issue,7.0
CMP001570,CUST001541,RM0093,Account Access,3.0
CMP001571,CUST002394,RM0169,Loan Disbursement,5.0
CMP001572,CUST000053,RM0035,Billing Error,4.0
CMP001573,CUST001709,RM0191,Delay,7.0
CMP001574,CUST001617,RM0238,Account Access,24.0
CMP001575,CUST001676,,Technical Issue,7.0
CMP001576,CUST001127,RM0190,Billing Error,2.0
CMP001577,CUST000375,RM0204,Billing Error,5.0
CMP001578,CUST001974,RM0079,Billing Error,9.0
CMP001579,CUST000310,RM0069,Service Issue,5.0
CMP001580,CUST001512,RM0073,Loan Disbursement,17.0
CMP001581,CUST000174,RM0144,Account Access,2.0
CMP001582,CUST001400,,Account Access,3.0
CMP001583,CUST001072,RM0205,Technical Issue,3.0
CMP001584,CUST001048,RM0092,Account Access,9.0
CMP001585,CUST002402,RM0213,Delay,5.0
CMP001586,CUST000830,RM0250,Account Access,2.0
CMP001587,CUST000331,RM0048,Delay,3.0
CMP001588,CUST000092,RM0074,Service Issue,5.0
CMP001589,CUST001465,RM0031,Technical Issue,29.0
CMP001590,CUST000144,RM0189,Technical Issue,4.0
CMP001591,CUST000235,RM0178,,2.0
CMP001592,CUST002083,RM0009,Credit Card Issue,5.0
CMP001593,CUST000083,RM0206,Technical Issue,3.0
CMP001594,CUST001197,RM0163,Billing Error,6.0
CMP001595,CUST001801,RM0164,Delay,5.0
CMP001596,CUST000670,RM0241,Service Issue,7.0
CMP001597,CUST001059,RM0139,Product Issue,14.0
CMP001598,CUST000403,RM0124,Loan Disbursement,3.0
CMP001599,CUST000042,,Product Issue,-5.0
CMP001600,CUST001394,RM0219,Account Access,10.0
CMP001601,CUST002467,RM0151,Loan Disbursement,-5.0
CMP001602,CUST000864,RM0001,Staff Behavior,16.0
CMP001603,CUST001364,,Service Issue,4.0
CMP001604,CUST000798,RM0164,Technical Issue,2.0
CMP001605,CUST001338,RM0142,Loan Disbursement,10.0
CMP001606,CUST001867,RM0126,Credit Card Issue,8.0
CMP001607,CUST001432,RM0130,Product Issue,3.0
CMP001608,CUST000060,RM0007,Staff Behavior,4.0
CMP001609,CUST000857,,Billing Error,6.0
CMP001610,CUST001397,RM0061,Credit Card Issue,2.0
CMP001611,CUST001696,RM0026,Billing Error,8.0
CMP001612,CUST000988,,Insurance Claim,7.0
CMP001613,CUST001997,RM0169,Billing Error,12.0
CMP001614,CUST002469,RM0171,Product Issue,6.0
CMP001615,CUST001079,RM0066,Account Access,6.0
CMP001616,CUST000050,RM0108,Insurance Claim,6.0
CMP001617,CUST000189,RM0204,Staff Behavior,3.0
CMP001618,CUST002290,RM0046,Staff Behavior,9.0
CMP001619,CUST000172,RM0249,Loan Disbursement,7.0
CMP001620,CUST001241,,,11.0
CMP001621,CUST000777,RM0066,Billing Error,9.0
CMP001622,,RM0129,Staff Behavior,7.0
CMP001623,,RM0175,Service Issue,999.0
CMP001624,CUST001934,RM0039,Insurance Claim,2.0
CMP001625,CUST001639,RM0166,Delay,14.0
CMP001626,CUST000781,RM0123,Delay,4.0
CMP001627,CUST001079,RM0040,Account Access,18.0
CMP001628,CUST000337,,Product Issue,4.0
CMP001629,CUST000627,,Product Issue,2.0
CMP001630,CUST000993,RM0076,Insurance Claim,12.0
CMP001631,CUST001511,RM0078,Service Issue,9.0
CMP001632,CUST000668,RM0221,Account Access,9.0
CMP001633,CUST001747,RM0036,Loan Disbursement,2.0
CMP001634,CUST001519,RM0106,Loan Disbursement,12.0
CMP001635,CUST001232,RM0074,Billing Error,6.0
CMP001636,CUST001690,RM0133,Staff Behavior,5.0
CMP001637,CUST000204,RM0150,Insurance Claim,14.0
CMP001638,CUST000175,,Credit Card Issue,7.0
CMP001639,CUST002331,,Product Issue,2.0
CMP001640,CUST002371,RM0209,Service Issue,5.0
CMP001641,CUST000147,RM0025,Service Issue,7.0
CMP001642,CUST001650,RM0197,Service Issue,13.0
CMP001643,CUST000042,RM0029,Billing Error,3.0
CMP001644,CUST002245,RM0201,Billing Error,9.0
CMP001645,CUST000521,RM0215,Credit Card Issue,10.0
CMP001646,CUST000419,RM0225,Insurance Claim,2.0
CMP001647,CUST001898,RM0037,Staff Behavior,2.0
CMP001648,CUST000099,RM0027,Loan Disbursement,6.0
CMP001649,CUST001741,RM0155,Account Access,9.0
CMP001650,CUST001954,RM0043,Loan Disbursement,6.0
CMP001651,CUST001562,RM0113,Insurance Claim,10.0
CMP001652,CUST001897,RM0025,Credit Card Issue,6.0
CMP001653,CUST002297,RM0214,Loan Disbursement,7.0
CMP001654,CUST000218,RM0025,Staff Behavior,2.0
CMP001655,CUST001032,RM0169,Staff Behavior,2.0
CMP001656,CUST001777,RM0245,Billing Error,8.0
CMP001657,,RM0116,Credit Card Issue,9.0
CMP001658,CUST002176,RM0173,Staff Behavior,5.0
CMP001659,CUST002283,RM0120,Loan Disbursement,6.0
CMP001660,CUST000599,RM0209,Delay,6.0
CMP001661,CUST000401,RM0098,Account Access,2.0
CMP001662,CUST001311,RM0138,Product Issue,7.0
CMP001663,CUST000523,RM0100,Technical Issue,5.0
CMP001664,CUST001894,RM0168,Credit Card Issue,6.0
CMP001665,CUST000104,RM0055,Insurance Claim,6.0
CMP001666,CUST002303,RM0232,Account Access,9.0
CMP001667,CUST001900,RM0005,Product Issue,3.0
CMP001668,CUST001969,RM0146,,4.0
CMP001669,CUST000605,RM0047,Account Access,999.0
CMP001670,CUST000800,RM0185,Account Access,4.0
CMP001671,CUST001646,RM0101,Account Access,9.0
CMP001672,CUST002405,RM0249,Credit Card Issue,4.0
CMP001673,CUST000867,RM0195,Loan Disbursement,2.0
CMP001674,CUST001961,,Account Access,22.0
CMP001675,,RM0215,Staff Behavior,5.0
CMP001676,CUST002495,,Delay,2.0
CMP001677,CUST000163,RM0013,,7.0
CMP001678,CUST002068,RM0243,Credit Card Issue,8.0
CMP001679,CUST001108,RM0195,Delay,5.0
CMP001680,CUST000220,RM0244,Service Issue,7.0
CMP001681,CUST000641,RM0245,Technical Issue,2.0
CMP001682,CUST000560,RM0169,Billing Error,4.0
CMP001683,CUST001052,RM0220,,2.0
CMP001684,CUST002290,RM0218,Account Access,4.0
CMP001685,CUST000359,RM0135,Insurance Claim,6.0
CMP001686,CUST000591,RM0177,Service Issue,4.0
CMP001687,CUST001483,RM0014,Technical Issue,6.0
CMP001688,CUST000786,RM0235,Delay,5.0
CMP001689,CUST002268,RM0037,Staff Behavior,3.0
CMP001690,CUST002172,RM0017,Insurance Claim,0.0
CMP001691,CUST000566,RM0138,Loan Disbursement,2.0
CMP001692,CUST000011,RM0234,Technical Issue,3.0
CMP001693,CUST002467,RM0001,Product Issue,3.0
CMP001694,CUST002302,RM0073,Delay,8.0
CMP001695,CUST001519,RM0135,Delay,10.0
CMP001696,CUST000737,RM0200,Credit Card Issue,8.0
CMP001697,CUST001152,RM0030,Account Access,7.0
CMP001698,CUST000830,RM0139,Credit Card Issue,3.0
CMP001699,CUST000984,RM0137,Technical Issue,8.0
CMP001700,CUST000032,RM0226,Delay,6.0
CMP001701,CUST002073,,Staff Behavior,2.0
CMP001702,CUST001181,RM0231,Loan Disbursement,13.0
CMP001703,CUST002422,RM0176,Technical Issue,2.0
CMP001704,CUST001372,RM0125,Staff Behavior,5.0
CMP001705,CUST002265,RM0182,Service Issue,5.0
CMP001706,CUST002184,RM0180,Account Access,11.0
CMP001707,CUST002138,RM0247,,14.0
CMP001708,CUST002063,RM0055,Product Issue,16.0
CMP001709,CUST002068,RM0219,Account Access,6.0
CMP001710,,RM0046,Product Issue,7.0
CMP001711,CUST001976,RM0045,Insurance Claim,2.0
CMP001712,CUST000729,RM0189,Account Access,5.0
CMP001713,CUST001286,RM0229,Billing Error,13.0
CMP001714,CUST001054,RM0238,Technical Issue,5.0
CMP001715,,RM0135,Billing Error,2.0
CMP001716,CUST000220,RM0150,Technical Issue,
CMP001717,CUST000760,RM0088,Delay,3.0
CMP001718,CUST000410,RM0053,Technical Issue,4.0
CMP001719,CUST001078,RM0186,Product Issue,3.0
CMP001720,CUST001171,RM0041,Staff Behavior,4.0
CMP001721,CUST002400,RM0018,Credit Card Issue,4.0
CMP001722,CUST001170,RM0187,Staff Behavior,3.0
CMP001723,CUST001979,RM0238,Service Issue,2.0
CMP001724,CUST002102,RM0230,,12.0
CMP001725,CUST002461,RM0192,Insurance Claim,7.0
CMP001726,CUST001084,RM0142,Billing Error,6.0
CMP001727,,RM0102,Billing Error,6.0
CMP001728,CUST002096,RM0160,Delay,4.0
CMP001729,CUST000058,RM0148,Product Issue,10.0
CMP001730,CUST000463,RM0123,Account Access,15.0
CMP001731,CUST001492,RM0176,Service Issue,2.0
CMP001732,CUST001202,RM0002,Account Access,0.0
CMP001733,CUST002398,RM0080,Product Issue,
CMP001734,CUST000379,RM0215,Billing Error,2.0
CMP001735,,,Credit Card Issue,7.0
CMP001736,CUST001318,RM0059,Product Issue,3.0
CMP001737,CUST000306,RM0032,Billing Error,14.0
CMP001738,CUST001542,,Service Issue,7.0
CMP001739,CUST001664,RM0243,Service Issue,4.0
CMP001740,,RM0127,Insurance Claim,4.0
CMP001741,CUST001882,RM0212,Delay,7.0
CMP001742,CUST002029,RM0024,Staff Behavior,2.0
CMP001743,CUST001632,RM0107,Delay,12.0
CMP001744,CUST002345,RM0196,Credit Card Issue,2.0
CMP001745,CUST000427,RM0189,Insurance Claim,21.0
CMP001746,CUST000875,RM0099,Technical Issue,2.0
CMP001747,CUST001774,RM0075,,
CMP001748,CUST001636,RM0250,Loan Disbursement,8.0
CMP001749,CUST000856,RM0107,Account Access,2.0
CMP001750,CUST000874,RM0087,Billing Error,4.0
CMP001751,CUST001875,,Account Access,6.0
CMP001752,CUST000950,RM0030,Billing Error,2.0
CMP001753,CUST000173,,Product Issue,4.0
CMP001754,CUST000058,RM0088,Credit Card Issue,3.0
CMP001755,CUST001198,RM0060,Service Issue,5.0
CMP001756,CUST001285,RM0086,Product Issue,5.0
CMP001757,CUST001574,RM0222,Credit Card Issue,9.0
CMP001758,CUST000226,RM0033,Credit Card Issue,2.0
CMP001759,CUST002020,RM0099,Delay,2.0
CMP001760,CUST002121,RM0086,Service Issue,4.0
CMP001761,CUST000058,RM0005,Account Access,12.0
CMP001762,CUST000376,RM0201,Staff Behavior,11.0
CMP001763,CUST002303,RM0112,Technical Issue,6.0
CMP001764,CUST000112,RM0224,Product Issue,12.0
CMP001765,CUST000717,RM0141,Billing Error,10.0
CMP001766,CUST001835,RM0242,Billing Error,3.0
CMP001767,CUST001447,RM0042,Insurance Claim,2.0
CMP001768,CUST001733,RM0094,Credit Card Issue,3.0
CMP001769,CUST000681,RM0045,Staff Behavior,3.0
CMP001770,CUST000477,RM0059,Delay,6.0
CMP001771,CUST000689,RM0042,Credit Card Issue,6.0
CMP001772,CUST000960,RM0205,Service Issue,6.0
CMP001773,CUST001409,RM0116,Account Access,3.0
CMP001774,CUST001939,RM0104,Billing Error,9.0
CMP001775,CUST000326,RM0189,Account Access,4.0
CMP001776,CUST001218,RM0032,Service Issue,5.0
CMP001777,CUST002218,RM0067,Service Issue,30.0
CMP001778,CUST001015,RM0249,Insurance Claim,3.0
CMP001779,CUST000582,RM0076,Insurance Claim,4.0
CMP001780,CUST001214,RM0246,Delay,
CMP001781,CUST001447,RM0086,Loan Disbursement,7.0
CMP001782,CUST000868,RM0119,Insurance Claim,12.0
CMP001783,CUST002367,RM0115,Product Issue,2.0
CMP001784,CUST002147,RM0184,Billing Error,0.0
CMP001785,CUST002021,RM0168,Product Issue,8.0
CMP001786,CUST002479,RM0131,Staff Behavior,14.0
CMP001787,CUST002164,RM0136,Staff Behavior,4.0
CMP001788,CUST000004,RM0126,Delay,3.0
CMP001789,CUST000123,RM0165,Product Issue,7.0
CMP001790,,,Loan Disbursement,3.0
CMP001791,CUST000097,RM0159,Account Access,4.0
CMP001792,CUST000605,RM0230,Technical Issue,13.0
CMP001793,CUST001646,RM0103,Insurance Claim,6.0
CMP001794,,RM0150,Staff Behavior,2.0
CMP001795,CUST000937,RM0209,Credit Card Issue,4.0
CMP001796,CUST000266,RM0106,Credit Card Issue,6.0
CMP001797,CUST001842,RM0175,Service Issue,5.0
CMP001798,CUST002410,RM0238,Loan Disbursement,7.0
CMP001799,CUST000191,RM0195,Insurance Claim,9.0
CMP001800,CUST000685,RM0054,Insurance Claim,5.0
CMP001801,CUST000808,RM0096,Technical Issue,23.0
CMP001802,CUST002120,RM0177,Technical Issue,14.0
CMP001803,CUST000739,RM0172,Credit Card Issue,
CMP001804,CUST000243,RM0046,Service Issue,2.0
CMP001805,CUST001908,RM0049,Account Access,3.0
CMP001806,CUST001885,RM0192,Account Access,3.0
CMP001807,CUST000153,RM0033,Technical Issue,3.0
CMP001808,CUST000508,RM0149,Credit Card Issue,3.0
CMP001809,CUST000620,RM0061,Product Issue,4.0
CMP001810,CUST001232,RM0016,Billing Error,2.0
CMP001811,CUST000022,RM0187,Insurance Claim,2.0
CMP001812,,,Loan Disbursement,2.0
CMP001813,CUST001163,RM0228,Product Issue,
CMP001814,CUST001386,RM0020,Delay,2.0
CMP001815,,RM0222,Staff Behavior,5.0
CMP001816,CUST001784,RM0124,Credit Card Issue,4.0
CMP001817,CUST000991,RM0168,Credit Card Issue,15.0
CMP001818,CUST000233,RM0074,Billing Error,2.0
CMP001819,CUST002442,RM0245,Insurance Claim,15.0
CMP001820,CUST002354,RM0010,Staff Behavior,2.0
CMP001821,CUST000757,RM0121,Insurance Claim,6.0
CMP001822,CUST001373,RM0101,Technical Issue,3.0
CMP001823,CUST001195,RM0062,Staff Behavior,10.0
CMP001824,CUST002114,RM0077,Account Access,2.0
CMP001825,CUST002211,RM0169,Technical Issue,17.0
CMP001826,CUST001453,RM0145,Service Issue,2.0
CMP001827,CUST001426,RM0141,Staff Behavior,3.0
CMP001828,CUST000280,RM0237,Loan Disbursement,5.0
CMP001829,CUST001127,,Insurance Claim,9.0
CMP001830,CUST000049,RM0235,Delay,17.0
CMP001831,CUST000527,RM0136,Billing Error,4.0
CMP001832,CUST002365,RM0128,Technical Issue,9.0
CMP001833,CUST000972,RM0016,Technical Issue,8.0
CMP001834,CUST000461,RM0109,Technical Issue,6.0
CMP001835,CUST001519,RM0141,Staff Behavior,7.0
CMP001836,CUST001960,RM0029,Insurance Claim,2.0
CMP001837,CUST001011,RM0058,Staff Behavior,4.0
CMP001838,,RM0075,Billing Error,9.0
CMP001839,CUST002004,,Insurance Claim,5.0
CMP001840,CUST001970,RM0014,Product Issue,12.0
CMP001841,CUST000429,,Loan Disbursement,10.0
CMP001842,,RM0165,,11.0
CMP001843,CUST000409,RM0131,Insurance Claim,2.0
CMP001844,CUST001122,RM0123,Delay,3.0
CMP001845,CUST000698,RM0093,Billing Error,2.0
CMP001846,CUST000709,RM0089,Service Issue,22.0
CMP001847,CUST000613,RM0074,Loan Disbursement,3.0
CMP001848,,RM0124,Service Issue,4.0
CMP001849,CUST001399,RM0044,Insurance Claim,3.0
CMP001850,CUST000510,RM0006,Technical Issue,2.0
CMP001851,CUST001204,,Service Issue,3.0
CMP001852,CUST001626,RM0195,Service Issue,2.0
CMP001853,CUST000625,RM0091,,4.0
CMP001854,CUST001674,,Product Issue,19.0
CMP001855,CUST002125,RM0089,Service Issue,7.0
CMP001856,CUST000355,RM0168,Service Issue,8.0
CMP001857,CUST002320,RM0103,Billing Error,5.0
CMP001858,CUST001742,RM0010,Staff Behavior,10.0
CMP001859,CUST000830,RM0021,Account Access,13.0
CMP001860,CUST001120,RM0239,Staff Behavior,18.0
CMP001861,CUST000693,RM0080,Account Access,2.0
CMP001862,CUST000457,RM0048,Staff Behavior,12.0
CMP001863,CUST002078,RM0137,Insurance Claim,
CMP001864,,RM0191,Loan Disbursement,3.0
CMP001865,CUST001340,RM0096,Credit Card Issue,4.0
CMP001866,CUST002294,RM0156,Billing Error,4.0
CMP001867,CUST001496,RM0238,Staff Behavior,7.0
CMP001868,CUST001042,RM0181,Technical Issue,6.0
CMP001869,CUST001387,RM0248,Billing Error,2.0
CMP001870,CUST000891,RM0086,Product Issue,9.0
CMP001871,CUST000612,RM0087,Account Access,4.0
CMP001872,CUST000602,,Account Access,999.0
CMP001873,CUST001374,RM0060,Delay,2.0
CMP001874,CUST001889,RM0088,Loan Disbursement,4.0
CMP001875,CUST000891,,Loan Disbursement,5.0
CMP001876,CUST001259,RM0130,Billing Error,2.0
CMP001877,,RM0103,Billing Error,2.0
CMP001878,CUST001170,RM0129,Product Issue,27.0
CMP001879,CUST001255,,,12.0
CMP001880,CUST001463,RM0016,Delay,2.0
CMP001881,CUST001620,RM0096,Technical Issue,6.0
CMP001882,CUST001076,RM0092,Loan Disbursement,4.0
CMP001883,CUST002313,RM0090,Staff Behavior,5.0
CMP001884,CUST000682,RM0026,Staff Behavior,5.0
CMP001885,CUST000300,RM0219,Account Access,2.0
CMP001886,CUST001290,RM0068,Billing Error,3.0
CMP001887,CUST001493,RM0021,Product Issue,2.0
CMP001888,CUST002372,RM0158,Product Issue,5.0
CMP001889,CUST001376,RM0235,Service Issue,13.0
CMP001890,CUST000235,RM0198,Credit Card Issue,29.0
CMP001891,CUST001456,RM0166,Account Access,16.0
CMP001892,CUST000050,RM0127,Technical Issue,23.0
CMP001893,CUST001489,RM0006,Delay,2.0
CMP001894,CUST001621,RM0033,Technical Issue,8.0
CMP001895,,RM0109,Technical Issue,3.0
CMP001896,CUST002119,RM0061,Product Issue,12.0
CMP001897,CUST002107,RM0242,Loan Disbursement,10.0
CMP001898,CUST001285,RM0111,Billing Error,4.0
CMP001899,CUST000804,RM0076,Delay,5.0
CMP001900,CUST001299,RM0031,Billing Error,3.0
CMP001901,CUST001867,RM0007,Product Issue,3.0
CMP001902,,,Billing Error,21.0
CMP001903,CUST000342,RM0128,Product Issue,12.0
CMP001904,CUST000190,RM0001,Technical Issue,3.0
CMP001905,CUST000415,RM0165,Credit Card Issue,3.0
CMP001906,CUST000310,RM0012,Staff Behavior,
CMP001907,CUST000936,RM0055,Delay,2.0
CMP001908,CUST001303,RM0067,Account Access,24.0
CMP001909,CUST000182,RM0082,Account Access,13.0
CMP001910,,RM0033,Loan Disbursement,6.0
CMP001911,CUST002282,RM0015,Billing Error,7.0
CMP001912,CUST001388,RM0141,Account Access,8.0
CMP001913,CUST001692,RM0158,Product Issue,3.0
CMP001914,CUST001529,RM0229,Billing Error,15.0
CMP001915,CUST002310,RM0101,Insurance Claim,5.0
CMP001916,CUST002121,RM0080,Insurance Claim,2.0
CMP001917,CUST001816,RM0235,Product Issue,4.0
CMP001918,CUST000048,RM0072,Technical Issue,6.0
CMP001919,CUST002188,,Staff Behavior,4.0
CMP001920,CUST001564,RM0016,Product Issue,8.0
CMP001921,,RM0028,Billing Error,12.0
CMP001922,CUST000424,RM0170,Credit Card Issue,9.0
CMP001923,CUST001187,RM0224,Account Access,7.0
CMP001924,CUST001748,RM0245,Account Access,5.0
CMP001925,CUST001731,RM0198,Billing Error,3.0
CMP001926,CUST002307,RM0207,Loan Disbursement,5.0
CMP001927,CUST002325,RM0231,Technical Issue,3.0
CMP001928,CUST000063,,Technical Issue,15.0
CMP001929,CUST001130,RM0109,Staff Behavior,13.0
CMP001930,CUST000968,,Insurance Claim,2.0
CMP001931,CUST000650,RM0195,Product Issue,10.0
CMP001932,CUST001647,RM0151,Staff Behavior,8.0
CMP001933,CUST002428,,Billing Error,20.0
CMP001934,CUST000426,RM0033,Credit Card Issue,5.0
CMP001935,CUST001881,RM0227,Insurance Claim,8.0
CMP001936,CUST000168,RM0232,Product Issue,5.0
CMP001937,CUST001375,RM0167,Technical Issue,2.0
CMP001938,CUST001272,,Loan Disbursement,2.0
CMP001939,CUST001759,RM0115,Delay,2.0
CMP001940,CUST000333,RM0236,Service Issue,3.0
CMP001941,CUST000042,RM0149,Insurance Claim,3.0
CMP001942,CUST002180,RM0138,Delay,8.0
CMP001943,CUST002368,,Account Access,8.0
CMP001944,CUST001329,RM0141,Technical Issue,19.0
CMP001945,CUST000572,RM0097,Service Issue,3.0
CMP001946,CUST000286,RM0177,Account Access,15.0
CMP001947,CUST002169,RM0065,Product Issue,6.0
CMP001948,CUST002291,RM0173,Staff Behavior,5.0
CMP001949,CUST000821,RM0138,Staff Behavior,7.0
CMP001950,CUST002028,RM0089,Credit Card Issue,8.0
CMP001951,CUST000138,RM0246,Delay,2.0
CMP001952,CUST000141,RM0120,Loan Disbursement,8.0
CMP001953,,RM0120,Delay,8.0
CMP001954,CUST002301,RM0077,Service Issue,32.0
CMP001955,CUST002485,RM0065,Credit Card Issue,14.0
CMP001956,CUST000602,RM0175,Credit Card Issue,7.0
CMP001957,CUST001970,,Credit Card Issue,8.0
CMP001958,CUST000241,RM0215,Loan Disbursement,16.0
CMP001959,CUST002045,RM0223,Loan Disbursement,19.0
CMP001960,CUST002408,RM0144,Billing Error,10.0
CMP001961,CUST001316,RM0138,Staff Behavior,9.0
CMP001962,CUST000232,RM0134,Loan Disbursement,2.0
CMP001963,CUST002246,RM0042,Credit Card Issue,10.0
CMP001964,CUST000728,RM0003,Billing Error,3.0
CMP001965,CUST001521,RM0063,,6.0
CMP001966,CUST000877,RM0094,Delay,4.0
CMP001967,CUST000214,RM0019,Insurance Claim,4.0
CMP001968,CUST000589,RM0155,Insurance Claim,3.0
CMP001969,CUST000171,RM0227,Delay,11.0
CMP001970,CUST001093,RM0042,Delay,9.0
CMP001971,CUST000923,RM0149,Billing Error,5.0
CMP001972,CUST001613,RM0056,Insurance Claim,7.0
CMP001973,CUST000571,RM0008,Loan Disbursement,0.0
CMP001974,CUST002468,,Insurance Claim,0.0
CMP001975,CUST002409,RM0237,Billing Error,22.0
CMP001976,CUST001104,RM0197,Delay,4.0
CMP001977,CUST000754,RM0052,Loan Disbursement,6.0
CMP001978,CUST000880,RM0107,Insurance Claim,5.0
CMP001979,CUST001680,RM0049,Delay,15.0
CMP001980,,RM0107,Delay,4.0
CMP001981,CUST001402,RM0119,Technical Issue,23.0
CMP001982,CUST000076,RM0158,Billing Error,3.0
CMP001983,CUST000010,RM0231,Insurance Claim,2.0
CMP001984,CUST001779,RM0218,Service Issue,3.0
CMP001985,CUST002384,RM0057,Staff Behavior,4.0
CMP001986,CUST000441,RM0095,Product Issue,7.0
CMP001987,,RM0212,Insurance Claim,5.0
CMP001988,CUST002318,RM0207,Delay,4.0
CMP001989,,RM0202,Loan Disbursement,6.0
CMP001990,CUST001040,,Account Access,11.0
CMP001991,CUST000854,RM0011,Service Issue,11.0
CMP001992,CUST001711,RM0100,Delay,8.0
CMP001993,CUST000119,RM0103,Credit Card Issue,17.0
CMP001994,,RM0214,Service Issue,6.0
CMP001995,CUST000307,RM0187,Delay,2.0
CMP001996,CUST000064,RM0170,Staff Behavior,3.0
CMP001997,CUST000306,RM0017,Billing Error,3.0
CMP001998,CUST000437,RM0119,Service Issue,5.0
CMP001999,CUST002111,RM0217,Technical Issue,13.0
CMP002000,CUST002198,RM0229,Billing Error,11.0
CMP002001,CUST000182,RM0090,Service Issue,3.0
CMP002002,CUST001488,RM0236,Credit Card Issue,5.0
CMP002003,CUST000893,RM0249,Staff Behavior,7.0
CMP002004,CUST001321,RM0181,Credit Card Issue,23.0
CMP002005,CUST000572,RM0155,Loan Disbursement,2.0
CMP002006,CUST000857,RM0022,Staff Behavior,5.0
CMP002007,CUST001147,RM0127,Product Issue,24.0
CMP002008,CUST001850,RM0045,Account Access,20.0
CMP002009,CUST001414,RM0239,Product Issue,4.0
CMP002010,CUST000454,RM0050,Service Issue,2.0
CMP002011,CUST000881,RM0077,Insurance Claim,6.0
CMP002012,CUST002171,RM0085,Technical Issue,999.0
CMP002013,CUST001358,RM0131,Product Issue,12.0
CMP002014,CUST000519,RM0036,Loan Disbursement,3.0
CMP002015,CUST002429,RM0029,Delay,15.0
CMP002016,CUST000168,RM0093,Delay,4.0
CMP002017,CUST000306,,Technical Issue,6.0
CMP002018,CUST001562,RM0087,Loan Disbursement,8.0
CMP002019,CUST001596,RM0214,Insurance Claim,4.0
CMP002020,CUST001723,RM0062,Delay,4.0
CMP002021,CUST001943,,Staff Behavior,5.0
CMP002022,CUST001469,RM0224,Product Issue,11.0
CMP002023,CUST001879,RM0131,Delay,2.0
CMP002024,CUST001120,RM0045,Insurance Claim,6.0
CMP002025,CUST000682,RM0025,Loan Disbursement,7.0
CMP002026,CUST001699,RM0102,Credit Card Issue,6.0
CMP002027,CUST000091,RM0212,Service Issue,15.0
CMP002028,CUST001627,,Insurance Claim,6.0
CMP002029,CUST000061,RM0233,Account Access,7.0
CMP002030,CUST000911,RM0216,Account Access,6.0
CMP002031,CUST000128,RM0152,Billing Error,8.0
CMP002032,CUST002162,RM0022,Account Access,2.0
CMP002033,CUST000649,RM0081,Loan Disbursement,13.0
CMP002034,CUST000894,RM0246,Insurance Claim,2.0
CMP002035,CUST000673,RM0047,Staff Behavior,7.0
CMP002036,CUST002170,RM0160,Billing Error,6.0
CMP002037,CUST002413,RM0192,Account Access,3.0
CMP002038,CUST001836,,Technical Issue,2.0
CMP002039,,RM0247,Insurance Claim,2.0
CMP002040,CUST000050,,Insurance Claim,3.0
CMP002041,CUST002114,RM0007,Loan Disbursement,12.0
CMP002042,CUST001238,RM0210,Staff Behavior,11.0
CMP002043,CUST001342,RM0135,Delay,2.0
CMP002044,CUST002143,RM0120,Product Issue,3.0
CMP002045,CUST001975,RM0193,Product Issue,13.0
CMP002046,CUST000382,RM0067,Product Issue,3.0
CMP002047,CUST001098,RM0163,Insurance Claim,29.0
CMP002048,,RM0162,Delay,3.0
CMP002049,CUST000923,RM0194,Billing Error,8.0
CMP002050,CUST001058,RM0142,Account Access,4.0
CMP002051,CUST002252,RM0174,Staff Behavior,0.0
CMP002052,CUST000433,RM0231,Insurance Claim,2.0
CMP002053,CUST000907,RM0126,Technical Issue,3.0
CMP002054,CUST001732,RM0146,Staff Behavior,7.0
CMP002055,CUST000299,RM0115,Billing Error,4.0
CMP002056,CUST002110,RM0021,Credit Card Issue,6.0
CMP002057,CUST001982,RM0038,Product Issue,3.0
CMP002058,CUST001337,RM0158,Credit Card Issue,4.0
CMP002059,CUST001158,RM0095,Account Access,5.0
CMP002060,CUST000038,RM0010,Service Issue,4.0
CMP002061,CUST000451,RM0112,Loan Disbursement,3.0
CMP002062,CUST000877,RM0076,Technical Issue,5.0
CMP002063,CUST000527,RM0128,Delay,7.0
CMP002064,CUST000431,RM0230,Loan Disbursement,18.0
CMP002065,CUST000494,RM0189,Account Access,9.0
CMP002066,CUST001437,RM0056,Product Issue,2.0
CMP002067,CUST000192,RM0009,Technical Issue,3.0
CMP002068,,RM0217,Staff Behavior,2.0
CMP002069,CUST001897,RM0117,Billing Error,2.0
CMP002070,CUST002387,RM0196,Insurance Claim,3.0
CMP002071,CUST002269,RM0245,Product Issue,-5.0
CMP002072,,RM0048,Billing Error,3.0
CMP002073,CUST000541,RM0168,Insurance Claim,3.0
CMP002074,CUST000339,RM0203,Billing Error,3.0
