Complaint_ID,Customer_ID,RM_ID,Complaint_Type,Resolution_Time,Resolution_Status
CMP001317,CUST000104,RM0109,Loan Disbursement,2.0,Quick
CMP001318,CUST001770,RM0154,Staff Behavior,5.0,Quick
CMP001319,CUST000468,RM0073,Billing Error,3.0,Quick
CMP001320,CUST001550,RM0126,Delay,15.0,Normal
CMP001321,CUST001555,RM0086,Staff Behavior,2.0,Quick
CMP001322,CUST000969,RM0053,Delay,8.0,Normal
CMP001323,CUST000132,RM0149,Technical Issue,3.0,Quick
CMP001324,CUST001262,RM0067,Service Issue,20.0,Normal
CMP001325,CUST001375,RM0248,Staff Behavior,4.0,Quick
CMP001326,CUST001804,RM0138,Technical Issue,4.0,Quick
CMP001327,CUST001499,RM0212,Technical Issue,5.0,Quick
CMP001328,CUST001008,RM0020,Service Issue,4.0,Quick
CMP001329,CUST002186,RM0188,Billing Error,10.0,Normal
CMP001330,CUST001593,RM0120,Credit Card Issue,0.0,Quick
CMP001331,CUST001212,RM0195,Insurance Claim,3.0,Quick
CMP001332,CUST001433,RM0046,Account Access,10.0,Normal
CMP001333,CUST001001,RM0226,Product Issue,7.0,Quick
CMP001334,CUST000295,RM0006,Staff Behavior,5.0,Quick
CMP001335,CUST002054,RM0175,Delay,3.0,Quick
CMP001336,CUST000889,RM0108,Account Access,2.0,Quick
CMP001337,CUST000318,RM0017,Credit Card Issue,9.0,Normal
CMP001338,CUST000780,RM0064,Staff Behavior,3.0,Quick
CMP001339,CUST001115,RM0061,Technical Issue,12.0,Normal
CMP001340,CUST001404,RM0200,Technical Issue,2.0,Quick
CMP001341,CUST001446,RM0123,Account Access,6.0,Quick
CMP001342,CUST000512,RM0233,Credit Card Issue,7.0,Quick
CMP001343,CUST001989,RM0153,Insurance Claim,7.0,Quick
CMP001344,CUST002476,RM0065,Loan Disbursement,3.0,Quick
CMP001345,CUST000221,RM0081,Service Issue,12.0,Normal
CMP001346,CUST001003,RM0238,Technical Issue,9.0,Normal
CMP001347,CUST002486,RM0111,Billing Error,5.0,Quick
CMP001348,CUST001121,RM0160,Service Issue,6.0,Quick
CMP001349,CUST000552,RM0162,Staff Behavior,6.0,Quick
CMP001350,CUST001053,RM0131,Technical Issue,16.0,Normal
CMP001351,CUST001546,RM0068,Billing Error,13.0,Normal
CMP001352,CUST002130,RM0157,Service Issue,3.0,Quick
CMP001353,CUST001260,RM0083,Service Issue,3.0,Quick
CMP001354,CUST000998,RM0207,Staff Behavior,21.0,Normal
CMP001355,CUST001761,RM0049,Account Access,3.0,Quick
CMP001356,CUST002405,RM0090,Loan Disbursement,17.0,Normal
CMP001357,CUST001479,RM0210,Account Access,7.0,Quick
CMP001358,CUST000775,RM0208,Credit Card Issue,2.0,Quick
CMP001359,CUST001221,RM0096,Billing Error,4.0,Quick
CMP001360,CUST000756,RM0066,Loan Disbursement,5.0,Quick
CMP001361,CUST001174,RM0246,Product Issue,10.0,Normal
CMP001362,CUST002042,RM0011,Technical Issue,3.0,Quick
CMP001363,CUST000896,RM0015,Staff Behavior,3.0,Quick
CMP001364,CUST001948,RM0133,Product Issue,14.0,Normal
CMP001365,CUST000337,RM0096,Technical Issue,2.0,Quick
CMP001366,CUST001020,RM0125,Staff Behavior,6.0,Quick
CMP001367,CUST002386,RM0121,Service Issue,5.0,Quick
CMP001368,CUST000161,RM0094,Product Issue,2.0,Quick
CMP001369,CUST000228,RM0216,Credit Card Issue,2.0,Quick
CMP001370,CUST000689,RM0014,Technical Issue,4.0,Quick
CMP001371,CUST000725,RM0050,Credit Card Issue,2.0,Quick
CMP001372,CUST001779,RM0053,Delay,5.0,Quick
CMP001373,CUST000603,RM0163,Service Issue,6.0,Quick
CMP001374,CUST000515,RM0221,Account Access,7.0,Quick
CMP001375,CUST000717,RM0124,Service Issue,5.0,Quick
CMP001376,CUST001451,RM0159,Service Issue,4.0,Quick
CMP001377,CUST000942,RM0213,Product Issue,2.0,Quick
CMP001378,CUST001476,RM0159,Account Access,3.0,Quick
CMP001379,CUST000161,RM0184,Insurance Claim,4.0,Quick
CMP001380,CUST002384,RM0081,Technical Issue,14.0,Normal
CMP001381,CUST001375,RM0166,Service Issue,3.0,Quick
CMP001382,CUST000438,RM0239,Loan Disbursement,4.5,Quick
CMP001383,CUST001077,RM0200,Account Access,4.0,Quick
CMP001384,CUST000110,RM0194,Credit Card Issue,8.0,Normal
CMP001385,CUST001180,RM0139,Product Issue,8.0,Normal
CMP001386,CUST001594,RM0026,Technical Issue,18.0,Normal
CMP001387,CUST001970,RM0018,Account Access,3.0,Quick
CMP001388,CUST000664,RM0085,Technical Issue,2.0,Quick
CMP001389,CUST001965,RM0148,Insurance Claim,3.0,Quick
CMP001390,CUST000754,RM0228,Technical Issue,2.0,Quick
CMP001391,CUST000138,RM0204,Insurance Claim,5.0,Quick
CMP001392,CUST001379,RM0030,Loan Disbursement,13.0,Normal
CMP001393,CUST001358,RM0128,Insurance Claim,7.0,Quick
CMP001394,CUST000658,RM0027,Technical Issue,2.0,Quick
CMP001395,CUST000122,RM0213,Credit Card Issue,2.0,Quick
CMP001396,CUST001912,RM0244,Account Access,5.0,Quick
CMP001397,CUST001131,RM0181,Insurance Claim,14.0,Normal
CMP001398,CUST000963,RM0048,Staff Behavior,5.0,Quick
CMP001399,CUST001246,RM0199,Credit Card Issue,14.0,Normal
CMP001400,CUST001558,RM0186,Delay,8.0,Normal
CMP001401,CUST001931,RM0101,Insurance Claim,27.0,Normal
CMP001402,CUST000344,RM0034,Technical Issue,12.0,Normal
CMP001403,CUST001406,RM0150,Account Access,4.0,Quick
CMP001404,CUST000916,RM0209,Loan Disbursement,0.0,Quick
CMP001405,CUST001802,RM0065,Delay,9.0,Normal
CMP001406,CUST000696,RM0128,Loan Disbursement,5.0,Quick
CMP001407,CUST001152,RM0242,Account Access,3.0,Quick
CMP001408,CUST000021,RM0248,Delay,5.0,Quick
CMP001409,CUST001176,RM0233,Insurance Claim,3.0,Quick
CMP001410,CUST001276,RM0141,Account Access,4.0,Quick
CMP001411,CUST001322,RM0186,Delay,2.0,Quick
CMP001412,CUST000897,RM0170,Product Issue,2.0,Quick
CMP001413,CUST001988,RM0173,Delay,5.0,Quick
CMP001414,CUST001568,RM0041,Billing Error,17.0,Normal
CMP001415,CUST001949,RM0202,Product Issue,6.0,Quick
CMP001416,CUST001783,RM0081,Delay,4.0,Quick
CMP001417,CUST000166,RM0116,Loan Disbursement,3.0,Quick
CMP001418,CUST000298,RM0064,Staff Behavior,3.0,Quick
CMP001419,CUST001188,RM0236,Technical Issue,7.0,Quick
CMP001420,CUST001384,RM0007,Delay,11.0,Normal
CMP001421,CUST001322,RM0011,Billing Error,4.0,Quick
CMP001422,CUST002416,RM0096,Service Issue,5.0,Quick
CMP001423,CUST001890,RM0248,Account Access,8.0,Normal
CMP001424,CUST002306,RM0243,Loan Disbursement,2.0,Quick
CMP001425,CUST001812,RM0151,Technical Issue,4.0,Quick
CMP001426,CUST002160,RM0175,Billing Error,8.0,Normal
CMP001427,CUST002199,RM0237,Insurance Claim,7.0,Quick
CMP001428,CUST001008,RM0155,Service Issue,2.0,Quick
CMP001429,CUST001920,RM0132,Account Access,3.0,Quick
CMP001430,CUST001113,RM0235,Account Access,7.0,Quick
CMP001431,CUST000419,RM0084,Delay,3.0,Quick
CMP001432,CUST000716,RM0188,Technical Issue,10.0,Normal
CMP001433,CUST001696,RM0144,Insurance Claim,2.0,Quick
CMP001434,CUST001233,RM0177,Delay,3.0,Quick
CMP001435,CUST002077,RM0066,Service Issue,3.0,Quick
CMP001436,CUST001095,RM0165,Delay,14.0,Normal
CMP001437,CUST002371,RM0043,Credit Card Issue,9.0,Normal
CMP001438,CUST000175,RM0004,Credit Card Issue,12.0,Normal
CMP001439,CUST000227,RM0187,Staff Behavior,4.0,Quick
CMP001440,CUST001689,RM0172,Service Issue,10.0,Normal
CMP001441,CUST000424,RM0199,Insurance Claim,11.0,Normal
CMP001442,CUST000012,RM0118,Credit Card Issue,4.0,Quick
CMP001443,CUST000911,RM0107,Account Access,27.0,Normal
CMP001444,CUST000925,RM0075,Loan Disbursement,11.0,Normal
CMP001445,CUST001297,RM0186,Loan Disbursement,20.0,Normal
CMP001446,CUST000039,RM0170,Product Issue,12.0,Normal
CMP001447,CUST002147,RM0033,Account Access,9.0,Normal
CMP001448,CUST000142,RM0109,Account Access,16.0,Normal
CMP001449,CUST001839,RM0181,Credit Card Issue,4.0,Quick
CMP001450,CUST000586,RM0086,Staff Behavior,9.0,Normal
CMP001451,CUST000205,RM0230,Product Issue,3.0,Quick
CMP001452,CUST001194,RM0152,Product Issue,8.0,Normal
CMP001453,CUST001865,RM0249,Staff Behavior,9.0,Normal
CMP001454,CUST001275,RM0206,Staff Behavior,8.0,Normal
CMP001455,CUST001326,RM0057,Insurance Claim,11.0,Normal
CMP001456,CUST000540,RM0128,Credit Card Issue,4.0,Quick
CMP001457,CUST000241,RM0064,Insurance Claim,5.0,Quick
CMP001458,CUST000940,RM0152,Insurance Claim,2.0,Quick
CMP001459,CUST002481,RM0088,Service Issue,2.0,Quick
CMP001460,CUST002471,RM0235,Account Access,7.0,Quick
CMP001461,CUST000294,RM0022,Service Issue,6.0,Quick
CMP001462,CUST001333,RM0222,Technical Issue,3.0,Quick
CMP001463,CUST000584,RM0010,Loan Disbursement,3.0,Quick
CMP001464,CUST001364,RM0076,Loan Disbursement,4.0,Quick
CMP001465,CUST001981,RM0119,Credit Card Issue,8.0,Normal
CMP001466,CUST001091,RM0249,Insurance Claim,6.0,Quick
CMP001467,CUST001067,RM0044,Technical Issue,2.0,Quick
CMP001468,CUST000197,RM0214,Insurance Claim,9.0,Normal
CMP001469,CUST002015,RM0110,Product Issue,5.0,Quick
CMP001470,CUST001218,RM0221,Technical Issue,3.0,Quick
CMP001471,CUST000608,RM0132,Product Issue,7.0,Quick
CMP001472,CUST001122,RM0056,Delay,2.0,Quick
CMP001473,CUST002183,RM0171,Credit Card Issue,32.0,Delayed
CMP001474,CUST001836,RM0077,Billing Error,2.0,Quick
CMP001475,CUST001617,RM0177,Product Issue,8.0,Normal
CMP001476,CUST001117,RM0191,Account Access,5.0,Quick
CMP001477,CUST001042,RM0039,Credit Card Issue,2.0,Quick
CMP001478,CUST002317,RM0189,Delay,2.0,Quick
CMP001479,CUST001265,RM0028,Credit Card Issue,4.0,Quick
CMP001480,CUST000381,RM0049,Product Issue,10.0,Normal
CMP001481,CUST001861,RM0100,Loan Disbursement,2.0,Quick
CMP001482,CUST001550,RM0214,Billing Error,8.0,Normal
CMP001483,CUST001406,RM0179,Insurance Claim,7.0,Quick
CMP001484,CUST001530,RM0144,Loan Disbursement,3.0,Quick
CMP001485,CUST000789,RM0063,Technical Issue,5.0,Quick
CMP001486,CUST002071,RM0168,Loan Disbursement,2.0,Quick
CMP001487,CUST000069,RM0149,Product Issue,5.0,Quick
CMP001488,CUST000327,RM0211,Staff Behavior,14.0,Normal
CMP001489,CUST000708,RM0151,Technical Issue,3.0,Quick
CMP001490,CUST001267,RM0102,Loan Disbursement,2.0,Quick
CMP001491,CUST000521,RM0197,Billing Error,7.0,Quick
CMP001492,CUST002168,RM0160,Technical Issue,3.0,Quick
CMP001493,CUST000137,RM0010,Billing Error,5.0,Quick
CMP001494,CUST001881,RM0081,Credit Card Issue,2.0,Quick
CMP001495,CUST000728,RM0100,Technical Issue,26.0,Normal
CMP001496,CUST000856,RM0136,Technical Issue,4.0,Quick
CMP001497,CUST002356,RM0183,Product Issue,37.0,Delayed
CMP001498,CUST001466,RM0043,Delay,4.0,Quick
CMP001499,CUST001819,RM0130,Billing Error,4.0,Quick
CMP001500,CUST001129,RM0184,Account Access,5.0,Quick
CMP001501,CUST001082,RM0180,Delay,14.0,Normal
CMP001502,CUST001562,RM0028,Billing Error,5.0,Quick
CMP001503,CUST000212,RM0183,Staff Behavior,5.0,Quick
CMP001504,CUST000199,RM0027,Product Issue,3.0,Quick
CMP001505,CUST001820,RM0225,Delay,4.0,Quick
CMP001506,CUST001255,RM0176,Service Issue,2.0,Quick
CMP001507,CUST000488,RM0045,Service Issue,17.0,Normal
CMP001508,CUST001039,RM0232,Staff Behavior,2.0,Quick
CMP001509,CUST000730,RM0230,Credit Card Issue,9.0,Normal
CMP001510,CUST000098,RM0063,Account Access,5.0,Quick
CMP001511,CUST001157,RM0162,Delay,2.0,Quick
CMP001512,CUST001776,RM0055,Delay,2.0,Quick
CMP001513,CUST002089,RM0149,Delay,15.0,Normal
CMP001514,CUST001910,RM0004,Billing Error,8.0,Normal
CMP001515,CUST000877,RM0098,Product Issue,7.0,Quick
CMP001516,CUST001720,RM0094,Insurance Claim,4.0,Quick
CMP001517,CUST000326,RM0163,Product Issue,3.0,Quick
CMP001518,CUST000509,RM0095,Loan Disbursement,7.0,Quick
CMP001519,CUST001852,RM0156,Staff Behavior,6.0,Quick
CMP001520,CUST000271,RM0104,Delay,8.0,Normal
CMP001521,CUST001283,RM0192,Technical Issue,4.0,Quick
CMP001522,CUST001465,RM0130,Staff Behavior,23.0,Normal
CMP001523,CUST002496,RM0138,Staff Behavior,2.0,Quick
CMP001524,CUST001457,RM0129,Service Issue,2.0,Quick
CMP001525,CUST000510,RM0038,Staff Behavior,14.0,Normal
CMP001526,CUST002077,RM0099,Product Issue,7.0,Quick
CMP001527,CUST000836,RM0167,Loan Disbursement,3.0,Quick
CMP001528,CUST001225,RM0241,Technical Issue,9.0,Normal
CMP001529,CUST002471,RM0234,Technical Issue,5.0,Quick
CMP001530,CUST001837,RM0179,Service Issue,2.0,Quick
CMP001531,CUST001004,RM0248,Staff Behavior,7.0,Quick
CMP001532,CUST002398,RM0210,Staff Behavior,3.0,Quick
CMP001533,CUST001992,RM0212,Loan Disbursement,2.0,Quick
CMP001534,CUST000011,RM0128,Product Issue,3.0,Quick
CMP001535,CUST000963,RM0099,Billing Error,5.0,Quick
CMP001536,CUST000797,RM0227,Delay,2.0,Quick
CMP001537,CUST002437,RM0168,Service Issue,12.0,Normal
CMP001538,CUST000606,RM0072,Technical Issue,6.0,Quick
CMP001539,CUST000111,RM0081,Delay,3.0,Quick
CMP001540,CUST001913,RM0073,Insurance Claim,7.0,Quick
CMP001541,CUST001004,RM0002,Insurance Claim,10.0,Normal
CMP001542,CUST000824,RM0020,Credit Card Issue,6.0,Quick
CMP001543,CUST002027,RM0061,Insurance Claim,3.0,Quick
CMP001544,CUST001654,RM0160,Loan Disbursement,2.0,Quick
CMP001545,CUST001913,RM0068,Delay,11.0,Normal
CMP001546,CUST001594,RM0235,Product Issue,3.0,Quick
CMP001547,CUST000683,RM0005,Delay,2.0,Quick
CMP001548,CUST001393,RM0040,Account Access,7.0,Quick
CMP001549,CUST001867,RM0168,Service Issue,2.0,Quick
CMP001550,CUST002455,RM0019,Loan Disbursement,25.0,Normal
CMP001551,CUST002222,RM0158,Insurance Claim,12.0,Normal
CMP001552,CUST001739,RM0017,Service Issue,6.0,Quick
CMP001553,CUST000297,RM0078,Technical Issue,10.0,Normal
CMP001554,CUST000872,RM0169,Service Issue,0.0,Quick
CMP001555,CUST001284,RM0246,Billing Error,5.0,Quick
CMP001556,CUST000723,RM0092,Insurance Claim,9.0,Normal
CMP001557,CUST000765,RM0214,Delay,7.0,Quick
CMP001558,CUST001861,RM0196,Account Access,2.0,Quick
CMP001559,CUST001238,RM0035,Service Issue,16.0,Normal
CMP001560,CUST001064,RM0044,Technical Issue,11.0,Normal
CMP001561,CUST001081,RM0044,Billing Error,17.0,Normal
CMP001562,CUST001147,RM0148,Delay,8.0,Normal
CMP001563,CUST001476,RM0236,Delay,4.0,Quick
CMP001564,CUST000612,RM0017,Insurance Claim,3.0,Quick
CMP001565,CUST001630,RM0054,Billing Error,2.0,Quick
CMP001566,CUST000220,RM0164,Technical Issue,2.0,Quick
CMP001567,CUST000806,RM0142,Account Access,3.0,Quick
CMP001568,CUST000009,RM0155,Account Access,5.0,Quick
CMP001569,CUST000006,RM0200,Product Issue,7.0,Quick
CMP001570,CUST001541,RM0093,Account Access,3.0,Quick
CMP001571,CUST002394,RM0169,Loan Disbursement,5.0,Quick
CMP001572,CUST000053,RM0035,Billing Error,4.0,Quick
CMP001573,CUST001709,RM0191,Delay,7.0,Quick
CMP001574,CUST001617,RM0238,Account Access,24.0,Normal
CMP001575,CUST001676,RM0162,Technical Issue,7.0,Quick
CMP001576,CUST001127,RM0190,Billing Error,2.0,Quick
CMP001577,CUST000375,RM0204,Billing Error,5.0,Quick
CMP001578,CUST001974,RM0079,Billing Error,9.0,Normal
CMP001579,CUST000310,RM0069,Service Issue,5.0,Quick
CMP001580,CUST001512,RM0073,Loan Disbursement,17.0,Normal
CMP001581,CUST000174,RM0144,Account Access,2.0,Quick
CMP001582,CUST001400,RM0098,Account Access,3.0,Quick
CMP001583,CUST001072,RM0205,Technical Issue,3.0,Quick
CMP001584,CUST001048,RM0092,Account Access,9.0,Normal
CMP001585,CUST002402,RM0213,Delay,5.0,Quick
CMP001586,CUST000830,RM0250,Account Access,2.0,Quick
CMP001587,CUST000331,RM0048,Delay,3.0,Quick
CMP001588,CUST000092,RM0074,Service Issue,5.0,Quick
CMP001589,CUST001465,RM0031,Technical Issue,29.0,Normal
CMP001590,CUST000144,RM0189,Technical Issue,4.0,Quick
CMP001591,CUST000235,RM0178,Technical Issue,2.0,Quick
CMP001592,CUST002083,RM0009,Credit Card Issue,5.0,Quick
CMP001593,CUST000083,RM0206,Technical Issue,3.0,Quick
CMP001594,CUST001197,RM0163,Billing Error,6.0,Quick
CMP001595,CUST001801,RM0164,Delay,5.0,Quick
CMP001596,CUST000670,RM0241,Service Issue,7.0,Quick
CMP001597,CUST001059,RM0139,Product Issue,14.0,Normal
CMP001598,CUST000403,RM0124,Loan Disbursement,3.0,Quick
CMP001599,CUST000042,RM0108,Product Issue,5.0,Quick
CMP001600,CUST001394,RM0219,Account Access,10.0,Normal
CMP001601,CUST002467,RM0151,Loan Disbursement,4.5,Quick
CMP001602,CUST000864,RM0001,Staff Behavior,16.0,Normal
CMP001603,CUST001364,RM0166,Service Issue,4.0,Quick
CMP001604,CUST000798,RM0164,Technical Issue,2.0,Quick
CMP001605,CUST001338,RM0142,Loan Disbursement,10.0,Normal
CMP001606,CUST001867,RM0126,Credit Card Issue,8.0,Normal
CMP001607,CUST001432,RM0130,Product Issue,3.0,Quick
CMP001608,CUST000060,RM0007,Staff Behavior,4.0,Quick
CMP001609,CUST000857,RM0118,Billing Error,6.0,Quick
CMP001610,CUST001397,RM0061,Credit Card Issue,2.0,Quick
CMP001611,CUST001696,RM0026,Billing Error,8.0,Normal
CMP001612,CUST000988,RM0196,Insurance Claim,7.0,Quick
CMP001613,CUST001997,RM0169,Billing Error,12.0,Normal
CMP001614,CUST002469,RM0171,Product Issue,6.0,Quick
CMP001615,CUST001079,RM0066,Account Access,6.0,Quick
CMP001616,CUST000050,RM0108,Insurance Claim,6.0,Quick
CMP001617,CUST000189,RM0204,Staff Behavior,3.0,Quick
CMP001618,CUST002290,RM0046,Staff Behavior,9.0,Normal
CMP001619,CUST000172,RM0249,Loan Disbursement,7.0,Quick
CMP001620,CUST001241,RM0146,Insurance Claim,11.0,Normal
CMP001621,CUST000777,RM0066,Billing Error,9.0,Normal
CMP001622,CUST001970,RM0129,Staff Behavior,7.0,Quick
CMP001623,CUST000359,RM0175,Service Issue,5.0,Quick
CMP001624,CUST001934,RM0039,Insurance Claim,2.0,Quick
CMP001625,CUST001639,RM0166,Delay,14.0,Normal
CMP001626,CUST000781,RM0123,Delay,4.0,Quick
CMP001627,CUST001079,RM0040,Account Access,18.0,Normal
CMP001628,CUST000337,RM0022,Product Issue,4.0,Quick
CMP001629,CUST000627,RM0153,Product Issue,2.0,Quick
CMP001630,CUST000993,RM0076,Insurance Claim,12.0,Normal
CMP001631,CUST001511,RM0078,Service Issue,9.0,Normal
CMP001632,CUST000668,RM0221,Account Access,9.0,Normal
CMP001633,CUST001747,RM0036,Loan Disbursement,2.0,Quick
CMP001634,CUST001519,RM0106,Loan Disbursement,12.0,Normal
CMP001635,CUST001232,RM0074,Billing Error,6.0,Quick
CMP001636,CUST001690,RM0133,Staff Behavior,5.0,Quick
CMP001637,CUST000204,RM0150,Insurance Claim,14.0,Normal
CMP001638,CUST000175,RM0066,Credit Card Issue,7.0,Quick
CMP001639,CUST002331,RM0023,Product Issue,2.0,Quick
CMP001640,CUST002371,RM0209,Service Issue,5.0,Quick
CMP001641,CUST000147,RM0025,Service Issue,7.0,Quick
CMP001642,CUST001650,RM0197,Service Issue,13.0,Normal
CMP001643,CUST000042,RM0029,Billing Error,3.0,Quick
CMP001644,CUST002245,RM0201,Billing Error,9.0,Normal
CMP001645,CUST000521,RM0215,Credit Card Issue,10.0,Normal
CMP001646,CUST000419,RM0225,Insurance Claim,2.0,Quick
CMP001647,CUST001898,RM0037,Staff Behavior,2.0,Quick
CMP001648,CUST000099,RM0027,Loan Disbursement,6.0,Quick
CMP001649,CUST001741,RM0155,Account Access,9.0,Normal
CMP001650,CUST001954,RM0043,Loan Disbursement,6.0,Quick
CMP001651,CUST001562,RM0113,Insurance Claim,10.0,Normal
CMP001652,CUST001897,RM0025,Credit Card Issue,6.0,Quick
CMP001653,CUST002297,RM0214,Loan Disbursement,7.0,Quick
CMP001654,CUST000218,RM0025,Staff Behavior,2.0,Quick
CMP001655,CUST001032,RM0169,Staff Behavior,2.0,Quick
CMP001656,CUST001777,RM0245,Billing Error,8.0,Normal
CMP001657,CUST002309,RM0116,Credit Card Issue,9.0,Normal
CMP001658,CUST002176,RM0173,Staff Behavior,5.0,Quick
CMP001659,CUST002283,RM0120,Loan Disbursement,6.0,Quick
CMP001660,CUST000599,RM0209,Delay,6.0,Quick
CMP001661,CUST000401,RM0098,Account Access,2.0,Quick
CMP001662,CUST001311,RM0138,Product Issue,7.0,Quick
CMP001663,CUST000523,RM0100,Technical Issue,5.0,Quick
CMP001664,CUST001894,RM0168,Credit Card Issue,6.0,Quick
CMP001665,CUST000104,RM0055,Insurance Claim,6.0,Quick
CMP001666,CUST002303,RM0232,Account Access,9.0,Normal
CMP001667,CUST001900,RM0005,Product Issue,3.0,Quick
CMP001668,CUST001969,RM0146,Account Access,4.0,Quick
CMP001669,CUST000605,RM0047,Account Access,5.0,Quick
CMP001670,CUST000800,RM0185,Account Access,4.0,Quick
CMP001671,CUST001646,RM0101,Account Access,9.0,Normal
CMP001672,CUST002405,RM0249,Credit Card Issue,4.0,Quick
CMP001673,CUST000867,RM0195,Loan Disbursement,2.0,Quick
CMP001674,CUST001961,RM0249,Account Access,22.0,Normal
CMP001675,CUST000346,RM0215,Staff Behavior,5.0,Quick
CMP001676,CUST002495,RM0189,Delay,2.0,Quick
CMP001677,CUST000163,RM0013,Service Issue,7.0,Quick
CMP001678,CUST002068,RM0243,Credit Card Issue,8.0,Normal
CMP001679,CUST001108,RM0195,Delay,5.0,Quick
CMP001680,CUST000220,RM0244,Service Issue,7.0,Quick
CMP001681,CUST000641,RM0245,Technical Issue,2.0,Quick
CMP001682,CUST000560,RM0169,Billing Error,4.0,Quick
CMP001683,CUST001052,RM0220,Product Issue,2.0,Quick
CMP001684,CUST002290,RM0218,Account Access,4.0,Quick
CMP001685,CUST000359,RM0135,Insurance Claim,6.0,Quick
CMP001686,CUST000591,RM0177,Service Issue,4.0,Quick
CMP001687,CUST001483,RM0014,Technical Issue,6.0,Quick
CMP001688,CUST000786,RM0235,Delay,5.0,Quick
CMP001689,CUST002268,RM0037,Staff Behavior,3.0,Quick
CMP001690,CUST002172,RM0017,Insurance Claim,0.0,Quick
CMP001691,CUST000566,RM0138,Loan Disbursement,2.0,Quick
CMP001692,CUST000011,RM0234,Technical Issue,3.0,Quick
CMP001693,CUST002467,RM0001,Product Issue,3.0,Quick
CMP001694,CUST002302,RM0073,Delay,8.0,Normal
CMP001695,CUST001519,RM0135,Delay,10.0,Normal
CMP001696,CUST000737,RM0200,Credit Card Issue,8.0,Normal
CMP001697,CUST001152,RM0030,Account Access,7.0,Quick
CMP001698,CUST000830,RM0139,Credit Card Issue,3.0,Quick
CMP001699,CUST000984,RM0137,Technical Issue,8.0,Normal
CMP001700,CUST000032,RM0226,Delay,6.0,Quick
CMP001701,CUST002073,RM0116,Staff Behavior,2.0,Quick
CMP001702,CUST001181,RM0231,Loan Disbursement,13.0,Normal
CMP001703,CUST002422,RM0176,Technical Issue,2.0,Quick
CMP001704,CUST001372,RM0125,Staff Behavior,5.0,Quick
CMP001705,CUST002265,RM0182,Service Issue,5.0,Quick
CMP001706,CUST002184,RM0180,Account Access,11.0,Normal
CMP001707,CUST002138,RM0247,Product Issue,14.0,Normal
CMP001708,CUST002063,RM0055,Product Issue,16.0,Normal
CMP001709,CUST002068,RM0219,Account Access,6.0,Quick
CMP001710,CUST002043,RM0046,Product Issue,7.0,Quick
CMP001711,CUST001976,RM0045,Insurance Claim,2.0,Quick
CMP001712,CUST000729,RM0189,Account Access,5.0,Quick
CMP001713,CUST001286,RM0229,Billing Error,13.0,Normal
CMP001714,CUST001054,RM0238,Technical Issue,5.0,Quick
CMP001715,CUST001740,RM0135,Billing Error,2.0,Quick
CMP001716,CUST000220,RM0150,Technical Issue,5.0,Quick
CMP001717,CUST000760,RM0088,Delay,3.0,Quick
CMP001718,CUST000410,RM0053,Technical Issue,4.0,Quick
CMP001719,CUST001078,RM0186,Product Issue,3.0,Quick
CMP001720,CUST001171,RM0041,Staff Behavior,4.0,Quick
CMP001721,CUST002400,RM0018,Credit Card Issue,4.0,Quick
CMP001722,CUST001170,RM0187,Staff Behavior,3.0,Quick
CMP001723,CUST001979,RM0238,Service Issue,2.0,Quick
CMP001724,CUST002102,RM0230,Staff Behavior,12.0,Normal
CMP001725,CUST002461,RM0192,Insurance Claim,7.0,Quick
CMP001726,CUST001084,RM0142,Billing Error,6.0,Quick
CMP001727,CUST000618,RM0102,Billing Error,6.0,Quick
CMP001728,CUST002096,RM0160,Delay,4.0,Quick
CMP001729,CUST000058,RM0148,Product Issue,10.0,Normal
CMP001730,CUST000463,RM0123,Account Access,15.0,Normal
CMP001731,CUST001492,RM0176,Service Issue,2.0,Quick
CMP001732,CUST001202,RM0002,Account Access,0.0,Quick
CMP001733,CUST002398,RM0080,Product Issue,5.0,Quick
CMP001734,CUST000379,RM0215,Billing Error,2.0,Quick
CMP001735,CUST000414,RM0179,Credit Card Issue,7.0,Quick
CMP001736,CUST001318,RM0059,Product Issue,3.0,Quick
CMP001737,CUST000306,RM0032,Billing Error,14.0,Normal
CMP001738,CUST001542,RM0087,Service Issue,7.0,Quick
CMP001739,CUST001664,RM0243,Service Issue,4.0,Quick
CMP001740,CUST001928,RM0127,Insurance Claim,4.0,Quick
CMP001741,CUST001882,RM0212,Delay,7.0,Quick
CMP001742,CUST002029,RM0024,Staff Behavior,2.0,Quick
CMP001743,CUST001632,RM0107,Delay,12.0,Normal
CMP001744,CUST002345,RM0196,Credit Card Issue,2.0,Quick
CMP001745,CUST000427,RM0189,Insurance Claim,21.0,Normal
CMP001746,CUST000875,RM0099,Technical Issue,2.0,Quick
CMP001747,CUST001774,RM0075,Technical Issue,5.0,Quick
CMP001748,CUST001636,RM0250,Loan Disbursement,8.0,Normal
CMP001749,CUST000856,RM0107,Account Access,2.0,Quick
CMP001750,CUST000874,RM0087,Billing Error,4.0,Quick
CMP001751,CUST001875,RM0098,Account Access,6.0,Quick
CMP001752,CUST000950,RM0030,Billing Error,2.0,Quick
CMP001753,CUST000173,RM0168,Product Issue,4.0,Quick
CMP001754,CUST000058,RM0088,Credit Card Issue,3.0,Quick
CMP001755,CUST001198,RM0060,Service Issue,5.0,Quick
CMP001756,CUST001285,RM0086,Product Issue,5.0,Quick
