Loan_ID,Customer_ID,RM_ID,Loan_Type,Loan_Amount,Loan_Status
LN0007346,CUST002476,RM0022,Home Loan,454730,Rejected
LN0007347,CUST001805,RM0163,Business Loan,256700,Defaulted
LN0007348,CUST001777,RM0103,Business Loan,54110,Defaulted
LN0007349,CUST001425,RM0019,Gold Loan,307928,Approved
LN0007350,CUST000301,RM0147,Personal Loan,57239,Active
LN0007351,CUST000473,RM0207,Plot Loan,1239002,Approved
LN0007352,CUST002437,RM0038,Personal Loan,462142,Approved
LN0007353,CUST000057,RM0195,Gold Loan,120577,Closed
LN0007354,CUST001040,RM0188,Gold Loan,109522,Pending
LN0007355,CUST001144,RM0012,Business Loan,146072,Closed
LN0007356,CUST001067,RM0168,Gold Loan,138063,Approved
LN0007357,CUST001958,RM0157,Car Loan,143150,Active
LN0007358,CUST000308,RM0099,Personal Loan,126626,Approved
LN0007359,CUST002139,RM0156,Business Loan,244114,Rejected
LN0007360,CUST000459,RM0083,Business Loan,85888,Approved
LN0007361,CUST001464,RM0033,Gold Loan,424136,Active
LN0007362,CUST002122,RM0192,Business Loan,768209,Active
LN0007363,CUST000806,RM0157,Gold Loan,92565,Approved
LN0007364,CUST001305,RM0049,Car Loan,384691,Approved
LN0007365,CUST002020,RM0045,Home Loan,179437,Defaulted
LN0007366,CUST002368,RM0144,Education Loan,433097,Pending
LN0007367,CUST001963,RM0159,Car Loan,106776,Pending
LN0007368,CUST002092,RM0191,Business Loan,53544,Rejected
LN0007369,CUST000145,RM0205,Plot Loan,243100,Pending
LN0007370,CUST000854,RM0119,Car Loan,172464,Defaulted
LN0007371,CUST001382,RM0163,Business Loan,217479,Rejected
LN0007372,CUST001703,RM0192,Gold Loan,509200,Pending
LN0007373,CUST001923,RM0169,Personal Loan,750816,Pending
LN0007374,CUST000162,RM0248,Plot Loan,251272,Defaulted
LN0007375,CUST002329,RM0185,Business Loan,338831,Pending
LN0007376,CUST002015,RM0002,Gold Loan,67505,Approved
LN0007377,CUST000328,RM0096,Business Loan,85041,Rejected
LN0007378,CUST001618,RM0236,Car Loan,314254,Approved
LN0007379,CUST000662,RM0179,Business Loan,162903,Rejected
LN0007380,CUST001738,RM0015,Education Loan,168105,Defaulted
LN0007381,CUST001934,RM0213,Plot Loan,123809,Closed
LN0007382,CUST000530,RM0117,Education Loan,236970,Approved
LN0007383,CUST001563,RM0037,Home Loan,90953,Closed
LN0007384,CUST000185,RM0109,Car Loan,247190,Active
LN0007385,CUST002364,RM0035,Plot Loan,88183,Pending
LN0007386,CUST001914,RM0142,Car Loan,63190,Rejected
LN0007387,CUST000494,RM0248,Gold Loan,130202,Closed
LN0007388,CUST000410,RM0173,Plot Loan,102569,Pending
LN0007389,CUST000903,RM0210,Gold Loan,489629,Approved
LN0007390,CUST001840,RM0055,Car Loan,61304,Rejected
LN0007391,CUST000540,RM0230,Business Loan,88865,Approved
LN0007392,CUST001472,RM0125,Personal Loan,209133,Rejected
LN0007393,CUST000717,RM0063,Business Loan,181196,Active
LN0007394,CUST000957,RM0202,Car Loan,59387,Rejected
LN0007395,CUST001902,RM0050,Car Loan,51455,Pending
LN0007396,CUST000909,RM0104,Business Loan,935705,Approved
LN0007397,CUST000060,RM0082,Education Loan,265077,Pending
LN0007398,CUST001104,RM0019,Plot Loan,482145,Rejected
LN0007399,CUST001778,RM0058,Plot Loan,140954,Defaulted
LN0007400,CUST000410,RM0064,Education Loan,177138,Approved
LN0007401,CUST001097,RM0136,Car Loan,111999,Pending
LN0007402,CUST002203,RM0065,Education Loan,134585,Defaulted
LN0007403,CUST001778,RM0132,Education Loan,259419,Defaulted
LN0007404,CUST000187,RM0074,Education Loan,478794,Defaulted
LN0007405,CUST000571,RM0249,Personal Loan,90700,Defaulted
LN0007406,CUST002377,RM0120,Gold Loan,416968,Pending
LN0007407,CUST000981,RM0001,Car Loan,75920,Active
LN0007408,CUST001947,RM0125,Business Loan,98412,Closed
LN0007409,CUST002092,RM0112,Home Loan,57576,Active
LN0007410,CUST000629,RM0218,Plot Loan,422120,Closed
LN0007411,CUST002084,RM0053,Home Loan,80353,Approved
LN0007412,CUST001727,RM0086,Education Loan,548514,Closed
LN0007413,CUST002083,RM0165,Plot Loan,173029,Closed
LN0007414,CUST000114,RM0051,Plot Loan,66169,Rejected
LN0007415,CUST000219,RM0085,Personal Loan,274087,Closed
LN0007416,CUST001948,RM0220,Personal Loan,692413,Approved
LN0007417,CUST001563,RM0142,Personal Loan,472380,Approved
LN0007418,CUST002285,RM0108,Education Loan,331040,Defaulted
LN0007419,CUST000225,RM0062,Business Loan,592028,Active
LN0007420,CUST002035,RM0182,Home Loan,99725,Defaulted
LN0007421,CUST001850,RM0130,Education Loan,412028,Active
LN0007422,CUST001109,RM0078,Home Loan,284230,Rejected
LN0007423,CUST001744,RM0208,Business Loan,457674,Approved
LN0007424,CUST000758,RM0041,Home Loan,368822,Closed
LN0007425,CUST000649,RM0184,Business Loan,135081,Pending
LN0007426,CUST002033,RM0249,Education Loan,347797,Closed
LN0007427,CUST001403,RM0007,Plot Loan,110885,Approved
LN0007428,CUST001662,RM0243,Business Loan,129675,Approved
LN0007429,CUST001624,RM0026,Car Loan,72836,Closed
LN0007430,CUST000213,RM0224,Home Loan,596909,Rejected
LN0007431,CUST002278,RM0063,Personal Loan,118780,Defaulted
LN0007432,CUST000775,RM0004,Personal Loan,197053,Rejected
LN0007433,CUST001549,RM0020,Home Loan,149296,Active
LN0007434,CUST000422,RM0135,Home Loan,490573,Closed
LN0007435,CUST002086,RM0144,Gold Loan,693416,Pending
LN0007436,CUST000610,RM0147,Education Loan,131608,Defaulted
LN0007437,CUST002218,RM0168,Plot Loan,351507,Approved
LN0007438,CUST000971,RM0207,Plot Loan,436779,Closed
LN0007439,CUST002261,RM0088,Plot Loan,164400,Pending
LN0007440,CUST001287,RM0051,Plot Loan,145018,Closed
LN0007441,CUST002278,RM0210,Plot Loan,325463,Rejected
LN0007442,CUST000567,RM0207,Car Loan,538130,Approved
LN0007443,CUST002092,RM0133,Business Loan,331243,Approved
LN0007444,CUST000043,RM0011,Home Loan,101527,Defaulted
LN0007445,CUST001709,RM0247,Personal Loan,488401,Active
LN0007446,CUST000451,RM0126,Gold Loan,148067,Pending
LN0007447,CUST001967,RM0052,Education Loan,221712,Active
LN0007448,CUST001617,RM0135,Personal Loan,406087,Active
LN0007449,CUST001494,RM0073,Plot Loan,91748,Pending
LN0007450,CUST001791,RM0026,Plot Loan,356968,Pending
LN0007451,CUST001494,RM0177,Plot Loan,231348,Closed
LN0007452,CUST001053,RM0182,Business Loan,497624,Pending
LN0007453,CUST000678,RM0100,Personal Loan,87741,Approved
LN0007454,CUST001207,RM0214,Education Loan,159180,Closed
LN0007455,CUST000230,RM0034,Business Loan,407764,Defaulted
LN0007456,CUST002373,RM0228,Plot Loan,53883,Approved
LN0007457,CUST000781,RM0030,Personal Loan,73802,Active
LN0007458,CUST000328,RM0047,Plot Loan,982670,Defaulted
LN0007459,CUST002493,RM0066,Car Loan,115810,Closed
LN0007460,CUST001150,RM0087,Car Loan,322298,Rejected
LN0007461,CUST000470,RM0161,Education Loan,792169,Active
LN0007462,CUST000275,RM0172,Education Loan,90308,Defaulted
LN0007463,CUST001925,RM0055,Car Loan,139599,Pending
LN0007464,CUST000945,RM0111,Gold Loan,329567,Closed
LN0007465,CUST001733,RM0195,Home Loan,264459,Active
LN0007466,CUST000828,RM0164,Business Loan,224035,Active
LN0007467,CUST000601,RM0008,Plot Loan,200961,Closed
LN0007468,CUST002216,RM0187,Car Loan,420863,Closed
LN0007469,CUST000278,RM0010,Plot Loan,103562,Pending
LN0007470,CUST000261,RM0198,Education Loan,166848,Pending
LN0007471,CUST000857,RM0062,Business Loan,83790,Rejected
LN0007472,CUST001336,RM0017,Business Loan,231239,Pending
LN0007473,CUST000144,RM0101,Personal Loan,107681,Closed
LN0007474,CUST000842,RM0226,Gold Loan,131245,Defaulted
LN0007475,CUST001001,RM0003,Personal Loan,177448,Approved
LN0007476,CUST001568,RM0245,Home Loan,55427,Approved
LN0007477,CUST001498,RM0187,Home Loan,69288,Pending
LN0007478,CUST001611,RM0209,Gold Loan,281627,Pending
LN0007479,CUST002172,RM0152,Gold Loan,162062,Approved
LN0007480,CUST001250,RM0183,Car Loan,450185,Defaulted
LN0007481,CUST002296,RM0207,Education Loan,287273,Active
LN0007482,CUST000666,RM0133,Home Loan,51626,Approved
LN0007483,CUST001029,RM0169,Car Loan,241793,Closed
LN0007484,CUST001299,RM0191,Home Loan,69682,Rejected
LN0007485,CUST001746,RM0012,Education Loan,353675,Closed
LN0007486,CUST000510,RM0232,Personal Loan,1003718,Closed
LN0007487,CUST001200,RM0156,Car Loan,201515,Pending
LN0007488,CUST001045,RM0155,Business Loan,279631,Pending
LN0007489,CUST000940,RM0112,Personal Loan,104181,Closed
LN0007490,CUST000474,RM0070,Personal Loan,165107,Defaulted
LN0007491,CUST001322,RM0149,Education Loan,437720,Defaulted
LN0007492,CUST002050,RM0202,Home Loan,86645,Active
LN0007493,CUST000036,RM0221,Personal Loan,111722,Approved
LN0007494,CUST001621,RM0240,Gold Loan,167913,Approved
LN0007495,CUST002462,RM0072,Education Loan,299131,Defaulted
LN0007496,CUST000236,RM0218,Education Loan,144283,Rejected
LN0007497,CUST000489,RM0230,Car Loan,575475,Closed
LN0007498,CUST000851,RM0094,Education Loan,69844,Defaulted
LN0007499,CUST002172,RM0123,Personal Loan,142662,Approved
LN0007500,CUST001543,RM0119,Gold Loan,296854,Pending
LN0007501,CUST001216,RM0101,Gold Loan,101233,Closed
LN0007502,CUST001908,RM0153,Education Loan,263663,Approved
LN0007503,CUST000931,RM0171,Personal Loan,85877,Rejected
LN0007504,CUST001754,RM0214,Education Loan,61521,Rejected
LN0007505,CUST001638,RM0071,Personal Loan,75797,Closed
LN0007506,CUST000226,RM0054,Home Loan,581808,Approved
LN0007507,CUST000033,RM0055,Home Loan,210481,Rejected
LN0007508,CUST000687,RM0150,Home Loan,314402,Approved
LN0007509,CUST001569,RM0085,Plot Loan,368266,Pending
LN0007510,CUST001498,RM0011,Gold Loan,130889,Pending
LN0007511,CUST002015,RM0057,Gold Loan,229620,Pending
LN0007512,CUST002454,RM0245,Plot Loan,186620,Rejected
LN0007513,CUST000061,RM0099,Car Loan,632786,Defaulted
LN0007514,CUST001364,RM0046,Personal Loan,325327,Closed
LN0007515,CUST001902,RM0121,Personal Loan,312269,Active
LN0007516,CUST000024,RM0082,Business Loan,59492,Closed
LN0007517,CUST001091,RM0154,Personal Loan,209554,Approved
LN0007518,CUST001674,RM0192,Personal Loan,175843,Defaulted
LN0007519,CUST000759,RM0055,Personal Loan,575780,Active
LN0007520,CUST001658,RM0212,Personal Loan,109503,Rejected
LN0007521,CUST002290,RM0176,Home Loan,112896,Active
LN0007522,CUST001597,RM0125,Car Loan,155983,Approved
LN0007523,CUST001169,RM0180,Home Loan,105776,Rejected
LN0007524,CUST001512,RM0044,Plot Loan,77664,Pending
LN0007525,CUST001239,RM0171,Home Loan,439563,Active
LN0007526,CUST001031,RM0129,Business Loan,213414,Rejected
LN0007527,CUST001562,RM0202,Business Loan,50000,Closed
LN0007528,CUST000373,RM0207,Gold Loan,445178,Closed
LN0007529,CUST000837,RM0188,Personal Loan,405730,Defaulted
LN0007530,CUST001825,RM0164,Plot Loan,116268,Rejected
LN0007531,CUST000583,RM0241,Personal Loan,208698,Rejected
LN0007532,CUST002063,RM0194,Personal Loan,67377,Approved
LN0007533,CUST001390,RM0030,Personal Loan,543614,Approved
LN0007534,CUST000471,RM0209,Gold Loan,153591,Defaulted
LN0007535,CUST001113,RM0004,Car Loan,150068,Active
LN0007536,CUST002289,RM0098,Gold Loan,122123,Approved
LN0007537,CUST002014,RM0152,Gold Loan,173483,Active
LN0007538,CUST001845,RM0063,Personal Loan,108006,Rejected
LN0007539,CUST001968,RM0113,Home Loan,143953,Approved
LN0007540,CUST002033,RM0141,Education Loan,371834,Active
LN0007541,CUST001637,RM0242,Business Loan,409461,Approved
LN0007542,CUST000991,RM0152,Business Loan,122533,Active
LN0007543,CUST000586,RM0063,Home Loan,176604,Rejected
LN0007544,CUST002120,RM0126,Education Loan,464008,Closed
LN0007545,CUST000463,RM0022,Business Loan,60822,Approved
LN0007546,CUST002023,RM0210,Personal Loan,489906,Rejected
LN0007547,CUST001139,RM0168,Business Loan,99483,Pending
LN0007548,CUST002331,RM0108,Business Loan,276975,Defaulted
LN0007549,CUST001383,RM0066,Home Loan,224718,Active
LN0007550,CUST001481,RM0189,Plot Loan,211012,Active
LN0007551,CUST001801,RM0061,Education Loan,442310,Closed
LN0007552,CUST001795,RM0201,Business Loan,71421,Approved
LN0007553,CUST001594,RM0151,Business Loan,135244,Approved
LN0007554,CUST001234,RM0112,Education Loan,204547,Pending
LN0007555,CUST001454,RM0022,Car Loan,383507,Pending
LN0007556,CUST002404,RM0195,Personal Loan,98782,Active
LN0007557,CUST001800,RM0221,Home Loan,374839,Active
LN0007558,CUST000648,RM0149,Plot Loan,152044,Pending
LN0007559,CUST002490,RM0177,Plot Loan,91876,Approved
LN0007560,CUST002154,RM0100,Home Loan,334580,Defaulted
LN0007561,CUST000515,RM0238,Car Loan,69059,Closed
LN0007562,CUST001362,RM0063,Education Loan,194625,Defaulted
LN0007563,CUST001319,RM0063,Gold Loan,63201,Defaulted
LN0007564,CUST001604,RM0244,Personal Loan,138141,Pending
LN0007565,CUST001248,RM0140,Education Loan,233797,Approved
LN0007566,CUST001360,RM0003,Gold Loan,212438,Closed
LN0007567,CUST001165,RM0080,Personal Loan,153722,Closed
LN0007568,CUST001469,RM0115,Home Loan,162090,Rejected
LN0007569,CUST002495,RM0095,Business Loan,101435,Rejected
LN0007570,CUST001541,RM0084,Personal Loan,171718,Pending
LN0007571,CUST000346,RM0240,Gold Loan,662608,Defaulted
LN0007572,CUST002473,RM0084,Personal Loan,430028,Defaulted
LN0007573,CUST000786,RM0072,Gold Loan,81385,Defaulted
LN0007574,CUST001987,RM0117,Home Loan,56046,Rejected
LN0007575,CUST002384,RM0028,Gold Loan,133599,Rejected
LN0007576,CUST000395,RM0137,Business Loan,592183,Closed
LN0007577,CUST001194,RM0024,Car Loan,199626,Rejected
LN0007578,CUST001766,RM0142,Plot Loan,204367,Pending
LN0007579,CUST000449,RM0052,Gold Loan,92229,Closed
LN0007580,CUST000056,RM0068,Car Loan,353479,Approved
LN0007581,CUST001921,RM0174,Gold Loan,125576,Rejected
LN0007582,CUST001389,RM0023,Business Loan,181520,Approved
LN0007583,CUST001964,RM0095,Plot Loan,742590,Approved
LN0007584,CUST001184,RM0040,Home Loan,273039,Pending
LN0007585,CUST001113,RM0225,Business Loan,83386,Active
LN0007586,CUST000700,RM0156,Plot Loan,78595,Closed
LN0007587,CUST000823,RM0012,Home Loan,95697,Closed
LN0007588,CUST000624,RM0230,Plot Loan,341096,Closed
LN0007589,CUST000903,RM0017,Education Loan,120018,Closed
LN0007590,CUST002449,RM0112,Business Loan,54324,Defaulted
LN0007591,CUST000301,RM0011,Home Loan,627104,Active
LN0007592,CUST000990,RM0110,Gold Loan,87196,Rejected
LN0007593,CUST002268,RM0048,Car Loan,51920,Pending
LN0007594,CUST000463,RM0230,Personal Loan,104133,Pending
LN0007595,CUST000404,RM0100,Car Loan,103583,Defaulted
LN0007596,CUST001775,RM0076,Home Loan,159638,Rejected
LN0007597,CUST001235,RM0242,Home Loan,556122,Closed
LN0007598,CUST001513,RM0128,Home Loan,472698,Active
LN0007599,CUST001454,RM0178,Personal Loan,172090,Closed
LN0007600,CUST002446,RM0101,Plot Loan,155831,Active
LN0007601,CUST000203,RM0099,Personal Loan,211940,Pending
LN0007602,CUST000118,RM0019,Gold Loan,105798,Rejected
LN0007603,CUST002499,RM0063,Business Loan,60719,Approved
LN0007604,CUST002356,RM0076,Car Loan,610112,Defaulted
LN0007605,CUST002021,RM0114,Business Loan,91330,Rejected
LN0007606,CUST000173,RM0023,Education Loan,94229,Approved
LN0007607,CUST000734,RM0234,Home Loan,177906,Rejected
LN0007608,CUST001172,RM0202,Home Loan,185302,Closed
LN0007609,CUST002342,RM0206,Education Loan,53721,Defaulted
LN0007610,CUST000146,RM0062,Car Loan,82023,Active
LN0007611,CUST000117,RM0184,Plot Loan,145012,Approved
LN0007612,CUST001802,RM0037,Personal Loan,280232,Approved
LN0007613,CUST001491,RM0249,Business Loan,101862,Active
LN0007614,CUST001126,RM0242,Education Loan,159987,Closed
LN0007615,CUST002116,RM0070,Education Loan,212992,Closed
LN0007616,CUST002455,RM0241,Home Loan,488912,Pending
LN0007617,CUST000306,RM0238,Gold Loan,128925,Rejected
LN0007618,CUST001702,RM0128,Plot Loan,78672,Defaulted
LN0007619,CUST001911,RM0184,Education Loan,184383,Rejected
LN0007620,CUST001709,RM0161,Education Loan,324653,Pending
LN0007621,CUST000799,RM0231,Education Loan,73275,Pending
LN0007622,CUST001030,RM0150,Education Loan,160566,Rejected
LN0007623,CUST001442,RM0031,Personal Loan,53589,Active
LN0007624,CUST000707,RM0056,Home Loan,56827,Rejected
LN0007625,CUST002068,RM0105,Business Loan,181924,Closed
LN0007626,CUST000467,RM0058,Plot Loan,120820,Rejected
LN0007627,CUST001002,RM0226,Education Loan,423004,Defaulted
LN0007628,CUST000542,RM0057,Plot Loan,234338,Defaulted
LN0007629,CUST002260,RM0050,Car Loan,171002,Defaulted
LN0007630,CUST002200,RM0199,Gold Loan,154827,Closed
LN0007631,CUST001130,RM0001,Business Loan,999999999,Approved
LN0007632,CUST000776,RM0006,Car Loan,187530,Defaulted
LN0007633,CUST000154,RM0162,Gold Loan,58255,Pending
LN0007634,CUST001637,RM0139,Gold Loan,496599,Approved
LN0007635,CUST000247,RM0197,Car Loan,1325797,Pending
LN0007636,CUST000663,RM0182,Plot Loan,90053,Active
LN0007637,CUST002457,RM0154,Car Loan,75653,Defaulted
LN0007638,CUST001727,RM0127,Education Loan,80998,Approved
LN0007639,CUST002297,RM0040,Plot Loan,266366,Pending
LN0007640,CUST001068,RM0098,Gold Loan,266611,Pending
LN0007641,CUST001147,RM0003,Education Loan,426675,Pending
LN0007642,CUST001149,RM0030,Home Loan,328725,Rejected
LN0007643,CUST000281,RM0037,Business Loan,169454,Pending
LN0007644,CUST002190,RM0036,Education Loan,239791,Closed
LN0007645,CUST002370,RM0129,Home Loan,283132,Defaulted
LN0007646,CUST001685,RM0197,Plot Loan,193790,Pending
LN0007647,CUST000892,RM0116,Gold Loan,179119,Defaulted
LN0007648,CUST000282,RM0115,Education Loan,257182,Approved
LN0007649,CUST001357,RM0190,Gold Loan,213051,Defaulted
LN0007650,CUST000380,RM0197,Gold Loan,256532,Defaulted
LN0007651,CUST000433,RM0201,Personal Loan,239791,Active
LN0007652,CUST002109,RM0078,Business Loan,304020,Approved
LN0007653,CUST002423,RM0134,Education Loan,255893,Rejected
LN0007654,CUST000986,RM0025,Car Loan,196686,Closed
LN0007655,CUST001222,RM0070,Gold Loan,279013,Defaulted
LN0007656,CUST000421,RM0202,Car Loan,169379,Rejected
LN0007657,CUST002401,RM0129,Gold Loan,105327,Rejected
LN0007658,CUST001794,RM0115,Car Loan,50283,Defaulted
LN0007659,CUST001599,RM0035,Gold Loan,214179,Rejected
LN0007660,CUST000164,RM0030,Business Loan,228639,Defaulted
LN0007661,CUST001443,RM0019,Personal Loan,765460,Closed
LN0007662,CUST000810,RM0112,Car Loan,139719,Closed
LN0007663,CUST001058,RM0103,Education Loan,150219,Active
LN0007664,CUST001202,RM0057,Plot Loan,95079,Defaulted
LN0007665,CUST000001,RM0074,Car Loan,64629,Pending
LN0007666,CUST001184,RM0005,Car Loan,346388,Pending
LN0007667,CUST000787,RM0084,Business Loan,107451,Rejected
LN0007668,CUST001393,RM0235,Home Loan,237760,Pending
LN0007669,CUST000504,RM0036,Education Loan,282804,Defaulted
LN0007670,CUST001647,RM0127,Plot Loan,177442,Closed
LN0007671,CUST001762,RM0127,Personal Loan,468063,Rejected
LN0007672,CUST001142,RM0107,Education Loan,167323,Active
LN0007673,CUST000032,RM0015,Business Loan,117068,Rejected
LN0007674,CUST001667,RM0196,Business Loan,502702,Rejected
LN0007675,CUST002072,RM0051,Home Loan,445469,Rejected
LN0007676,CUST001114,RM0244,Personal Loan,85834,Pending
LN0007677,CUST001034,RM0238,Personal Loan,55260,Closed
LN0007678,CUST001420,RM0129,Plot Loan,68858,Closed
LN0007679,CUST000148,RM0005,Education Loan,117527,Rejected
LN0007680,CUST000255,RM0155,Gold Loan,766974,Defaulted
LN0007681,CUST000806,RM0070,Gold Loan,213522,Rejected
LN0007682,CUST000441,RM0119,Plot Loan,143445,Closed
LN0007683,CUST002492,RM0039,Plot Loan,999999999,Closed
LN0007684,CUST000657,RM0173,Education Loan,489134,Defaulted
LN0007685,CUST000005,RM0048,Personal Loan,170711,Approved
LN0007686,CUST001157,RM0221,Education Loan,125736,Closed
LN0007687,CUST000955,RM0102,Personal Loan,616789,Active
LN0007688,CUST001877,RM0236,Personal Loan,428781,Active
LN0007689,CUST000243,RM0241,Plot Loan,421155,Rejected
LN0007690,CUST001617,RM0186,Business Loan,193604,Pending
LN0007691,CUST001127,RM0199,Gold Loan,361595,Rejected
LN0007692,CUST000263,RM0036,Business Loan,89532,Closed
LN0007693,CUST000811,RM0190,Plot Loan,220298,Pending
LN0007694,CUST000842,RM0008,Gold Loan,875116,Approved
LN0007695,CUST000779,RM0044,Gold Loan,118768,Defaulted
LN0007696,CUST001761,RM0209,Car Loan,366318,Pending
LN0007697,CUST000958,RM0176,Home Loan,184856,Defaulted
LN0007698,CUST002367,RM0034,Education Loan,58123,Active
LN0007699,CUST000885,RM0137,Education Loan,337955,Approved
LN0007700,CUST000078,RM0173,Education Loan,86921,Closed
LN0007701,CUST001523,RM0171,Plot Loan,249648,Pending
LN0007702,CUST001842,RM0147,Gold Loan,67911,Closed
LN0007703,CUST001175,RM0248,Business Loan,636992,Pending
LN0007704,CUST000230,RM0182,Plot Loan,118984,Closed
LN0007705,CUST000792,RM0242,Plot Loan,101356,Closed
LN0007706,CUST002402,RM0048,Business Loan,77653,Approved
LN0007707,CUST000691,RM0035,Gold Loan,633762,Rejected
LN0007708,CUST001945,RM0234,Business Loan,298892,Approved
LN0007709,CUST001159,RM0102,Education Loan,320696,Active
LN0007710,CUST002137,RM0188,Car Loan,188391,Approved
LN0007711,CUST002217,RM0247,Personal Loan,178767,Active
LN0007712,CUST001206,RM0104,Home Loan,73311,Defaulted
LN0007713,CUST002340,RM0143,Education Loan,214123,Rejected
LN0007714,CUST001721,RM0089,Plot Loan,106715,Rejected
LN0007715,CUST002487,RM0045,Car Loan,805719,Rejected
LN0007716,CUST002090,RM0128,Education Loan,368497,Closed
LN0007717,CUST000937,RM0025,Business Loan,156543,Approved
LN0007718,CUST000500,RM0095,Business Loan,82819,Pending
LN0007719,CUST000894,RM0057,Business Loan,357732,Rejected
LN0007720,CUST001142,RM0221,Education Loan,76033,Rejected
LN0007721,CUST000419,RM0142,Car Loan,50000,Rejected
LN0007722,CUST000973,RM0235,Business Loan,91979,Approved
LN0007723,CUST001441,RM0082,Plot Loan,999999999,Pending
LN0007724,CUST000116,RM0130,Personal Loan,97529,Rejected
LN0007725,CUST000734,RM0182,Business Loan,212787,Active
LN0007726,CUST000030,RM0219,Gold Loan,359345,Active
LN0007727,CUST002073,RM0236,Personal Loan,125467,Defaulted
LN0007728,CUST001095,RM0220,Business Loan,67694,Closed
LN0007729,CUST001741,RM0083,Car Loan,174925,Active
LN0007730,CUST001812,RM0124,Business Loan,325752,Defaulted
LN0007731,CUST002414,RM0167,Personal Loan,100119,Pending
LN0007732,CUST001329,RM0038,Gold Loan,99672,Closed
LN0007733,CUST001406,RM0148,Plot Loan,638351,Defaulted
LN0007734,CUST001635,RM0146,Car Loan,666492,Rejected
LN0007735,CUST000431,RM0167,Gold Loan,980572,Defaulted
LN0007736,CUST001223,RM0250,Gold Loan,379697,Approved
LN0007737,CUST000276,RM0076,Car Loan,91696,Defaulted
LN0007738,CUST001172,RM0014,Gold Loan,50000,Pending
LN0007739,CUST000569,RM0002,Gold Loan,97646,Active
LN0007740,CUST002490,RM0104,Home Loan,133171,Active
LN0007741,CUST001537,RM0040,Car Loan,126583,Rejected
LN0007742,CUST001480,RM0170,Gold Loan,677126,Pending
LN0007743,CUST001281,RM0145,Plot Loan,361249,Closed
LN0007744,CUST000896,RM0224,Gold Loan,307477,Approved
LN0007745,CUST002086,RM0160,Personal Loan,91149,Pending
LN0007746,CUST001811,RM0118,Gold Loan,530537,Approved
LN0007747,CUST000897,RM0150,Education Loan,401901,Active
LN0007748,CUST000496,RM0161,Business Loan,85739,Defaulted
LN0007749,CUST001720,RM0198,Personal Loan,459852,Approved
LN0007750,CUST002166,RM0028,Education Loan,113558,Rejected
LN0007751,CUST000039,RM0194,Plot Loan,66865,Rejected
LN0007752,CUST001023,RM0169,Education Loan,263901,Approved
LN0007753,CUST000741,RM0214,Gold Loan,262150,Active
LN0007754,CUST000318,RM0033,Business Loan,69949,Approved
LN0007755,CUST002247,RM0203,Home Loan,126795,Closed
LN0007756,CUST000273,RM0067,Gold Loan,1037136,Defaulted
LN0007757,CUST000979,RM0076,Plot Loan,276905,Closed
LN0007758,CUST001140,RM0015,Business Loan,311922,Closed
LN0007759,CUST001532,RM0003,Home Loan,97884,Rejected
LN0007760,CUST001940,RM0014,Education Loan,66411,Defaulted
LN0007761,CUST001986,RM0242,Home Loan,114842,Pending
LN0007762,CUST002120,RM0027,Education Loan,107242,Rejected
LN0007763,CUST001499,RM0123,Education Loan,103456,Approved
LN0007764,CUST001792,RM0166,Education Loan,92825,Active
LN0007765,CUST000339,RM0003,Plot Loan,221018,Defaulted
LN0007766,CUST000254,RM0016,Plot Loan,129530,Rejected
LN0007767,CUST000262,RM0247,Home Loan,393343,Pending
LN0007768,CUST001332,RM0089,Education Loan,90655,Active
LN0007769,CUST002076,RM0047,Plot Loan,174958,Active
LN0007770,CUST000965,RM0003,Gold Loan,52750,Pending
LN0007771,CUST000951,RM0184,Gold Loan,181433,Active
LN0007772,CUST000093,RM0153,Gold Loan,61491,Approved
LN0007773,CUST001065,RM0108,Car Loan,810844,Rejected
LN0007774,CUST002020,RM0067,Personal Loan,362694,Rejected
LN0007775,CUST001185,RM0170,Personal Loan,184712,Active
LN0007776,CUST000488,RM0233,Education Loan,68113,Closed
LN0007777,CUST001621,RM0070,Personal Loan,50000,Defaulted
LN0007778,CUST002141,RM0142,Home Loan,229516,Approved
LN0007779,CUST000569,RM0160,Business Loan,999999999,Closed
LN0007780,CUST002427,RM0108,Education Loan,334395,Closed
LN0007781,CUST002264,RM0161,Home Loan,92321,Pending
LN0007782,CUST002053,RM0032,Gold Loan,217962,Pending
LN0007783,CUST000919,RM0048,Home Loan,386628,Closed
LN0007784,CUST000218,RM0117,Education Loan,342417,Pending
LN0007785,CUST002197,RM0250,Business Loan,374902,Active
LN0007786,CUST002324,RM0223,Business Loan,472928,Defaulted
LN0007787,CUST001598,RM0105,Home Loan,605101,Pending
LN0007788,CUST002066,RM0169,Car Loan,50000,Rejected
LN0007789,CUST000895,RM0134,Home Loan,154014,Defaulted
LN0007790,CUST002272,RM0228,Gold Loan,218222,Pending
LN0007791,CUST001692,RM0224,Gold Loan,362758,Pending
LN0007792,CUST002336,RM0082,Gold Loan,288896,Defaulted
LN0007793,CUST000967,RM0120,Home Loan,1131636,Rejected
LN0007794,CUST001077,RM0068,Plot Loan,52754,Rejected
LN0007795,CUST001009,RM0170,Personal Loan,137742,Closed
LN0007796,CUST000604,RM0045,Gold Loan,115986,Pending
LN0007797,CUST000655,RM0237,Gold Loan,110847,Rejected
